dob,firstName,height,id,lastName,nickname,positionGroupType
2000-01-28,Dušan,190.0,8059,Vlahović,Dušan Vlahović,F
1987-01-24,Luis,182.0,1535,Suarez,Luis Suarez,F
1998-11-04,Achraf,181.0,1681,Hakimi,Achraf Hakimi,D
1992-04-19,Nick,198.0,485,Pope,Nick Pope,GK
2000-10-22,Brenden,177.0,1067,Aaronson,Brenden Aaronson,M
1995-08-16,Josip,173.0,13858,Juranovic,Josip Juranovic,D
1994-05-20,Piotr,180.0,12514,Zielinski,Piotr Zielinski,M
1999-01-08,Kamil,195.0,13986,Grabara,Kamil Grabara,GK
2001-08-16,Amadou,195.0,4498,Onana,Amadou Onana,M
1995-02-08,Joshua,177.0,4616,Kimmich,Joshua Kimmich,M
1992-08-31,Nicolas,172.0,8025,Tagliafico,Nicolas Tagliafico,D
1989-07-16,Gareth,186.0,1698,Bale,Gareth Bale,F
1990-10-07,Sebastian,196.0,8071,Coates,Sebastian Coates,D
2001-03-10,Charles,192.0,9090,De Ketelaere,Charles De Ketelaere,M
2001-04-11,Manuel,182.0,8078,Ugarte,Manuel Ugarte,M
1997-11-14,Noussair,183.0,8027,Mazraoui,Noussair Mazraoui,D
1998-12-05,Randal Kolo,187.0,4194,Muani,Randal Kolo Muani,F
1996-04-02,Andre,190.0,8018,Onana,Andre Onana,GK
2001-05-24,Strahinja,194.0,3880,Pavlovic,Strahinja Pavlovic,D
2000-02-29,Jesper,182.0,4737,Lindström,Jesper Lindström,F
1986-09-30,Olivier,192.0,113,Giroud,Olivier Giroud,F
1992-06-23,Nampalys,167.0,214,Mendy,Nampalys Mendy,M
1986-12-15,Keylor,185.0,3841,Navas,Keylor Navas,GK
2001-06-17,Jurrien,182.0,8022,Timber,Jurrien Timber,D
1991-07-15,Danilo,184.0,8061,Luiz da Silva,Danilo,D
2001-01-09,Eric,182.0,12,García,Eric García,D
1996-06-03,Lukas,189.0,4897,Klostermann,Lukas Klostermann,D
2000-01-09,Kamal,179.0,9096,Sowah,Kamal Sowah,F
1998-11-12,Jules,180.0,1789,Kounde,Jules Kounde,D
1992-05-11,Thibaut,200.0,1672,Courtois,Thibaut Courtois,GK
1997-01-02,Carlos,180.0,1829,Soler,Carlos Soler,M
2001-06-04,Takefusa,173.0,1860,Kubo,Takefusa Kubo,F
1997-11-16,Bruno,182.0,3924,Guimaraes,Bruno Guimaraes,M
1999-04-14,Mattéo,185.0,158,Guendouzi,Mattéo Guendouzi,M
1997-12-31,Cameron,183.0,70,Carter-Vickers,Cameron Carter-Vickers,D
1988-12-17,Yann,183.0,4691,Sommer,Yann Sommer,GK
1993-03-03,Antonio,190.0,90,Rüdiger,Antonio Rüdiger,D
1987-06-24,Lionel,170.0,1531,Messi,Lionel Messi,F
1998-01-18,Lisandro,175.0,8023,Martinez,Lisandro Martinez,D
1992-04-30,Marc-Andre ,187.0,1505,ter Stegen,Marc-Andre ter Stegen,GK
1994-12-08,Raheem,170.0,25,Sterling,Raheem Sterling,F
1997-01-01,Gonzalo,175.0,8419,Montiel,Gonzalo Montiel,D
1997-05-14,Ruben,187.0,2066,Dias,Ruben Dias,D
1988-02-12,Nicolás,183.0,11,Otamendi,Nicolás Otamendi,D
1999-12-01,Nico,191.0,4779,Schlotterbeck,Nico Schlotterbeck,D
1992-10-23,Alvaro,189.0,1394,Morata,Alvaro Morata,F
1996-12-14,Raphael,176.0,2074,Dias Belloli,Raphinha,M
2002-11-25,Pedro,174.0,1530,Lopez,Pedri,F
1999-09-19,Diogo,186.0,8538,Costa,Diogo Costa,GK
1995-01-16,Takumi,172.0,55,Minamino,Takumi Minamino,F
1997-08-22,Lautaro,174.0,8138,Martinez,Lautaro Martinez,F
2002-05-16,Kenneth,182.0,8032,Taylor,Kenneth Taylor,M
1987-04-24,Jan,189.0,67,Vertonghen,Jan Vertonghen,D
1997-10-24,Edson,187.0,2106,Alvarez,Edson Alvarez,M
1991-09-12,Thomas,191.0,4669,Meunier,Thomas Meunier,D
1990-03-09,Daley,180.0,8026,Blind,Daley Blind,D
1996-03-28,Benjamin,186.0,4613,Pavard,Benjamin Pavard,D
1989-03-21,Jordi,170.0,1513,Alba,Jordi Alba,D
1997-01-03,Fode,182.0,8584,Ballo-Toure,Fode Ballo-Toure,D
2002-02-16,Fabian,181.0,8397,Rieder,Fabian Rieder,M
2000-05-24,Noah,185.0,8113,Okafor,Noah Okafor,F
1993-02-09,Niclas,189.0,9963,Fullkrug,Niclas Fullkrug,F
2004-08-05,Pablo,173.0,8341,Gavira,Gavi,M
1991-12-20,Fabian,186.0,320,Schär,Fabian Schär,D
1997-05-15,Ousmane,178.0,1532,Dembele,Ousmane Dembele,F
1996-05-02,Julian,185.0,4682,Brandt,Julian Brandt,F
1986-03-27,Manuel,193.0,4602,Neuer,Manuel Neuer,GK
1989-08-28,César,178.0,96,Azpilicueta,César Azpilicueta,D
1989-03-02,Toby,187.0,66,Alderweireld,Toby Alderweireld,D
1998-12-20,Kylian,178.0,3870,Mbappé,Kylian Mbappé,F
1996-04-10,Andreas,187.0,92,Christensen,Andreas Christensen,D
2004-11-20,Youssoufa,179.0,4689,Moukoko,Youssoufa Moukoko,F
1999-06-11,Kai,193.0,1937,Havertz,Kai Havertz,M
1995-04-17,Cyle,188.0,9094,Larin,Cyle Larin,F
1999-02-14,Tyler,175.0,1339,Adams,Tyler Adams,M
1999-06-17,Noa,170.0,9093,Lang,Noa Lang,F
1983-02-26,Képler,187.0,8564,Ferreira,Pepe,D
1998-04-06,Nahuel,175.0,13222,Molina,Nahuel Molina,D
1998-05-14,Aaron,190.0,281,Ramsdale,Aaron Ramsdale,GK
1997-10-31,Marcus,185.0,136,Rashford,Marcus Rashford,F
1988-02-14,Angel Di,180.0,3868,Maria,Angel Di Maria,F
1996-06-13,Kingsley,181.0,4622,Coman,Kingsley Coman,F
1996-12-13,Aissa,181.0,14022,Laidouni,Aissa Laidouni,M
1995-01-20,Jose,185.0,1368,Gimenez,Jose Gimenez,D
1994-06-15,Yussuf,192.0,4913,Poulsen,Yussuf Poulsen,F
2000-11-02,Alphonso,185.0,4611,Davies,Alphonso Davies,D
2000-03-26,Salis Abdul,179.0,4408,Samed,Salis Abdul Samed,M
2003-02-26,Jamal,184.0,4621,Musiala,Jamal Musiala,F
1996-06-22,Rodrigo,191.0,18,Hernández Cascante,Rodri,M
1997-01-16,Pau,191.0,1841,Torres,Pau Torres,D
1994-05-14,Marcos Aoas,183.0,3846,Corréa,Marquinhos,D
1990-04-19,Hector,180.0,1384,Herrera,Hector Herrera,M
1992-10-02,Alisson,193.0,32,Ramses Becker,Alisson,GK
1992-02-27,Callum,180.0,311,Wilson,Callum Wilson,F
2001-06-20,Goncalo,185.0,8008,Ramos,Goncalo Ramos,F
1996-04-13,Marko,191.0,1957,Grujic,Marko Grujic,M
1989-03-23,Eric Maxim,191.0,4626,Choupo-Moting,Eric Maxim Choupo-Moting,F
1994-08-10,Bernardo,173.0,27,Silva,Bernardo Silva,M
1996-12-21,Stephen,177.0,8551,Eustaquio,Stephen Eustaquio,M
2001-12-20,Facundo,174.0,2075,Pellistri,Facundo Pellistri,F
1994-05-27,João,182.0,17,Cancelo,João Cancelo,D
1997-12-06,Gregor,194.0,4656,Kobel,Gregor Kobel,GK
2000-02-16,Lois,177.0,9806,Openda,Lois Openda,F
1998-09-18,Christian,177.0,107,Pulisic,Christian Pulisic,F
2001-02-19,Kang-in,173.0,1830,Lee,Kang-in Lee,M
2001-01-09,Rodrygo,174.0,1697,de Goes,Rodrygo,F
1994-06-15,Vincent,185.0,3315,Janssen,Vincent Janssen,F
1998-08-28,Ayase,182.0,13800,Ueda,Ayase Ueda,F
2003-10-18,Alex,175.0,8344,Balde,Alex Balde,D
1994-02-13,Memphis,178.0,8342,Depay,Memphis Depay,F
1993-12-22,Raphaël,170.0,4666,Guerreiro,Raphaël Guerreiro,D
2002-11-10,Eduardo,182.0,4012,Camavinga,Eduardo Camavinga,M
2002-10-20,Yeremi,172.0,8014,Pino,Yeremi Pino,F
1996-11-16,Boulaye,180.0,7988,Dia,Boulaye Dia,F
1993-03-19,Hakim,181.0,1938,Ziyech,Hakim Ziyech,F
1993-04-25,Raphael,191.0,1675,Varane,Raphael Varane,D
1996-02-15,Nemanja,185.0,3989,Radonjic,Nemanja Radonjic,F
2002-01-18,Karim,180.0,8112,Adeyemi,Karim Adeyemi,F
1998-10-27,Dayot,186.0,4606,Upamecano,Dayot Upamecano,D
1999-08-12,Matthijs,189.0,8045,De Ligt,Matthijs De Ligt,D
1991-09-09,Danilo,188.0,3857,Pereira,Danilo Pereira,M
1983-02-08,Atiba,187.0,8627,Hutchinson,Atiba Hutchinson,M
1995-09-10,Jack,180.0,371,Grealish,Jack Grealish,M
1995-09-03,Niklas,195.0,4608,Süle,Niklas Süle,D
1995-11-16,André Zambo,184.0,1977,Zambo,André Zambo Anguissa,M
1989-03-26,Simon,191.0,8578,Kjaer,Simon Kjaer,D
2000-01-31,Julian,170.0,10715,Alvarez,Julian Alvarez,CF
1998-08-27,Matheus,183.0,8079,Nunes,Matheus Nunes,M
1992-01-08,Jorge,176.0,1383,Merodio,Koke,M
1993-08-11,Alireza,181.0,457,Jahanbakhsh,Alireza Jahanbakhsh,F
1998-10-08,Alistair,180.0,926,Johnston,Alistair Johnston,D
1993-03-05,Harry,194.0,118,Maguire,Harry Maguire,D
1995-01-30,Marcos,184.0,1381,Llorente,Marcos Llorente,M
1992-01-24,Marko,189.0,1763,Dmitrovic,Marko Dmitrovic,GK
1997-12-23,Luka,182.0,1702,Jovic,Luka Jovic,F
1995-02-06,Leon,189.0,4618,Goretzka,Leon Goretzka,M
2003-04-21,Xavi,179.0,3861,Simons,Xavi Simons,M
1988-11-20,Dusan,181.0,8037,Tadić,Dusan Tadić,F
1992-03-01,Edouard,194.0,2059,Mendy,Edouard Mendy,GK
1999-01-10,Mason,181.0,105,Mount,Mason Mount,M
2000-04-02,Josip,187.0,4615,Stanisic,Josip Stanisic,D
2000-02-13,Vitor,172.0,1907,Machado Ferrira,Vitinha,M
1996-02-14,Lucas,184.0,4607,Hernández,Lucas Hernández,D
1995-03-09,Angel,171.0,1389,Correa,Angel Correa,F
1989-02-02,Ivan,186.0,8136,Perisic,Ivan Perisic,M
1991-07-08,Virgil,193.0,37,van Dijk,Virgil van Dijk,D
1998-07-22,Federico,182.0,1684,Valverde,Federico Valverde,M
2002-11-13,Giovanni,185.0,4681,Reyna,Giovanni Reyna,F
2003-10-30,Antonio,187.0,11853,Silva,Antonio Silva,D
1997-02-06,Djibril,184.0,4732,Sow,Djibril Sow,M
1995-09-15,David,183.0,5048,Raya,David Raya,GK
2001-09-05,Bukayo,178.0,163,Saka,Bukayo Saka,M
2003-01-21,Hannibal,177.0,3263,Mejbri,Hannibal Mejbri,M
1992-02-05,Stefan,189.0,8123,De Vrij,Stefan De Vrij,D
1991-11-16,Nemanja,187.0,1799,Gudelj,Nemanja Gudelj,M
1994-09-15,Ricardo,173.0,11488,Horta,Ricardo Horta,F
1994-05-24,Rodrigo,180.0,6895,de Paul,Rodrigo de Paul,M
1998-12-13,Osman,170.0,5178,Bukari,Osman Bukari,F
1995-02-18,Nathan,180.0,284,Aké,Nathan Aké,D
1997-12-10,Jorge,175.0,3352,Sánchez,Jorge Sánchez,D
1984-09-22,Thiago,181.0,1926,Silva,Thiago Silva,D
1993-10-23,Fabio,188.0,44,Henrique Tavares,Fabinho,M
1996-09-21,Thilo,186.0,3849,Kehrer,Thilo Kehrer,D
2003-06-29,Jude,186.0,4677,Bellingham,Jude Bellingham,M
1992-05-11,Pablo,174.0,3867,Sarabia,Pablo Sarabia,F
2000-02-24,Antony,172.0,8039,Matheus dos Santos,Antony,F
2000-05-28,Phil,171.0,21,Foden,Phil Foden,M
1992-12-15,Alex,181.0,2071,Telles,Alex Telles,D
2002-06-19,Nuno,183.0,6038,Mendes,Nuno Mendes,D
1995-07-14,Serge,176.0,4623,Gnabry,Serge Gnabry,F
2000-02-22,Timothy,183.0,1336,Weah,Timothy Weah,F
1993-08-17,Ederson,188.0,6,Santana de Moraes,Ederson,GK
1989-01-12,Axel,186.0,4674,Witsel,Axel Witsel,M
1990-08-27,Luuk,188.0,1812,de Jong,Luuk de Jong,F
1996-04-18,Denzel,188.0,8134,Dumfries,Denzel Dumfries,M
1994-12-04,Leandro,172.0,455,Trossard,Leandro Trossard,F
2000-02-29,Ferran,182.0,1950,Torres Garcia,Ferran Torres,F
1992-08-04,Frederik,188.0,4948,Rönnow,Frederik Rönnow,GK
1996-02-11,Lucas,166.0,156,Torreira,Lucas Torreira,M
1999-01-14,Declan,188.0,265,Rice,Declan Rice,M
1993-01-19,Joao,179.0,8000,Mario,Joao Mario,M
1996-09-20,In-beom,177.0,1257,Hwang,In-beom Hwang,M
1999-06-10,Rafael,188.0,8593,Leao,Rafael Leao,F
1990-10-24,Ilkay,180.0,20,Gündogan,Ilkay Gündogan,M
1998-01-21,Pervis,175.0,1406,Estupinan,Pervis Estupinan,D
1991-12-19,Steven,182.0,8034,Berghuis,Steven Berghuis,M
1991-04-05,Yassine,192.0,1785,Bounou,Bono,GK
1994-06-29,Leandro,180.0,3856,Paredes,Leandro Paredes,M
2000-11-03,Sergiño,171.0,8343,Dest,Sergiño Dest,D
1998-10-07,Trent,180.0,42,Alexander-Arnold,Trent Alexander-Arnold,D
1996-01-21,Marco,182.0,1696,Asensio,Marco Asensio,F
1990-05-28,Kyle,183.0,16,Walker,Kyle Walker,D
1992-02-23,Carlos,185.0,1683,Casemiro,Casemiro,M
1992-07-18,Mehdi,185.0,8561,Taremi,Mehdi Taremi,F
1996-01-18,Ivo,195.0,5199,Grbic,Ivo Grbic,GK
1993-06-13,Thomas,185.0,1380,Partey,Thomas Partey,M
2000-02-15,Jakub,189.0,12820,Kiwior,Jakub Kiwior,M
1993-05-01,Jean Pierre,188.0,13879,Nsame,Jean Pierre Nsame,F
1999-11-10,Joao,181.0,1393,Felix,Joao Felix,F
1998-10-14,Victor,185.0,11967,Nelsson,Victor Nelsson,D
1994-04-28,Milos,187.0,7478,Degenek,Milos Degenek,D
1991-06-28,Kevin,181.0,22,De Bruyne,Kevin De Bruyne,M
1994-05-06,Mateo,177.0,100,Kovacic,Mateo Kovacic,M
1993-02-21,Davy,179.0,8033,Klaassen,Davy Klaassen,M
1992-01-11,Daniel,173.0,1682,Carvajal,Daniel Carvajal,D
1999-03-18,Diogo,183.0,127,Dalot,Diogo Dalot,D
1998-01-18,Eder,186.0,1676,Militao,Eder Militao,D
1989-09-13,Thomas,185.0,4624,Müller,Thomas Müller,F
1994-05-27,Aymeric,189.0,9,Laporte,Aymeric Laporte,D
2000-07-12,Vinícius,176.0,1695,Junior,Vinícius Junior,F
1999-06-24,Darwin,187.0,8009,Nunez,Darwin Nunez,F
1997-10-31,Mathí­as,185.0,1545,Olivera,Mathí­as Olivera,D
1995-07-19,Manuel,188.0,4661,Akanji,Manuel Akanji,D
1994-09-08,Bruno,179.0,133,Fernandes,Bruno Fernandes,M
1991-03-21,Antoine,176.0,1534,Griezmann,Antoine Griezmann,F
1995-12-02,Kalvin,179.0,2005,Phillips,Kalvin Phillips,M
1997-04-03,Gabriel,175.0,30,Jesus,Gabriel Jesus,F
1992-11-16,Marcelo,181.0,8129,Brozovic,Marcelo Brozovic,M
1996-01-11,Leroy,183.0,26,Sané,Leroy Sané,F
1985-09-09,Luka,172.0,1687,Modric,Luka Modric,M
1992-02-22,Haris,189.0,8011,Seferovic,Haris Seferovic,F
1993-05-13,Romelu,191.0,5139,Lukaku,Romelu Lukaku,F
1997-07-11,Rasmus,187.0,8099,Kristensen,Rasmus Kristensen,D
1991-01-07,Eden,175.0,1694,Hazard,Eden Hazard,F
1994-05-28,John,188.0,10,Stones,John Stones,D
1997-01-03,Joe,185.0,10039,Morrell,Joe Morrell,M
1999-11-22,Matt,175.0,7138,Smith,Matt Smith,M
1998-12-29,Mark,182.0,7714,Harris,Mark Harris,F
1993-10-09,Jonathan,168.0,10642,Williams,Jonathan Williams,M
1998-01-21,Pervis,175.0,1406,Estupinan,Pervis Estupinan,D
2003-01-21,Hannibal,177.0,3263,Mejbri,Hannibal Mejbri,M
1998-03-17,Uros,193.0,1827,Racic,Uros Racic,M
1994-05-27,João,182.0,17,Cancelo,João Cancelo,D
1997-01-02,Carlos,180.0,1829,Soler,Carlos Soler,M
1992-02-29,Jawad,193.0,13044,El Yamiq,Jawad El Yamiq,D
1997-01-16,Pau,191.0,1841,Torres,Pau Torres,D
1999-01-24,Pape,189.0,3978,Gueye,Pape Gueye,M
1996-11-15,Selim,186.0,13866,Amallah,Selim Amallah,M
1992-02-23,Carlos,185.0,1683,Casemiro,Casemiro,M
1989-08-28,César,178.0,96,Azpilicueta,César Azpilicueta,D
2002-11-25,Pedro,174.0,1530,Lopez,Pedri,F
1997-05-15,Ousmane,178.0,1532,Dembele,Ousmane Dembele,F
2001-01-09,Rodrygo,174.0,1697,de Goes,Rodrygo,F
1993-03-03,Antonio,190.0,90,Rüdiger,Antonio Rüdiger,D
1994-06-15,Inaki,186.0,1363,Williams,Inaki Williams,F
2003-06-29,Jude,186.0,4677,Bellingham,Jude Bellingham,M
1988-02-15,Papu,167.0,8420,Gómez,Papu Gómez,M
1995-09-15,Awer,178.0,13109,Mabil,Awer Mabil,F
1993-09-04,Yannick,181.0,1387,Carrasco,Yannick Carrasco,F
1988-07-16,Sergio,189.0,1519,Busquets,Sergio Busquets,M
1992-04-30,Marc-Andre ,187.0,1505,ter Stegen,Marc-Andre ter Stegen,GK
1996-01-18,Ivo,195.0,5199,Grbic,Ivo Grbic,GK
2001-06-20,Nicolas,188.0,13055,Jackson,Nicolas Jackson,F
1997-02-24,César,195.0,3299,Montes,César Montes,D
1998-01-12,Juan,187.0,68,Foyth,Juan Foyth,D
1992-01-08,Jorge,176.0,1383,Merodio,Koke,M
1990-10-24,Ilkay,180.0,20,Gündogan,Ilkay Gündogan,M
1995-03-09,Angel,171.0,1389,Correa,Angel Correa,F
1992-05-20,Gerónimo,189.0,1706,Rulli,Geronimo Rulli,GK
1989-01-12,Axel,186.0,4674,Witsel,Axel Witsel,M
2000-11-01,Gonzalo,178.0,13049,Plata,Gonzalo Plata,F
1989-03-21,Jordi,170.0,1513,Alba,Jordi Alba,D
1991-01-07,Eden,175.0,1694,Hazard,Eden Hazard,F
2004-08-05,Pablo,173.0,8341,Gavira,Gavi,M
2000-02-29,Ferran,182.0,1950,Torres Garcia,Ferran Torres,F
1995-01-20,Jose,185.0,1368,Gimenez,Jose Gimenez,D
1992-12-15,Famara,189.0,12154,Diedhiou,Famara Diedhiou,F
1998-04-06,Nahuel,175.0,13222,Molina,Nahuel Molina,D
1997-05-12,Frenkie,181.0,1522,de Jong,Frenkie de Jong,M
1988-08-21,Robert,185.0,4625,Lewandowski,Robert Lewandowski,F
1996-08-14,Maxi,186.0,1836,Gomez,Maxi Gomez,F
1990-03-09,Daley,180.0,8026,Blind,Daley Blind,D
1991-10-28,Marcos,172.0,9178,Acuña,Marcos Acuña,D
1992-05-11,Thibaut,200.0,1672,Courtois,Thibaut Courtois,GK
2002-10-20,Yeremi,172.0,8014,Pino,Yeremi Pino,F
1991-04-05,Yassine,192.0,1785,Bounou,Bono,GK
2000-07-12,Vinícius,176.0,1695,Junior,Vinícius Junior,F
2002-11-29,Yunus,178.0,13121,Musah,Yunus Musah,M
1998-01-18,Eder,186.0,1676,Militao,Eder Militao,D
1991-06-05,Martin,177.0,1536,Braithwaite,Martin Braithwaite,F
2001-06-04,Takefusa,173.0,1860,Kubo,Takefusa Kubo,F
1994-02-13,Memphis,178.0,8342,Depay,Memphis Depay,F
2002-11-10,Eduardo,182.0,4012,Camavinga,Eduardo Camavinga,M
1994-04-12,Guido,185.0,1877,Rodríguez,Guido Rodríguez,M
1998-03-16,Martin,181.0,12640,Hongla,Martin Hongla,M
1996-01-21,Marco,182.0,1696,Asensio,Marco Asensio,F
1992-01-11,Daniel,173.0,1682,Carvajal,Daniel Carvajal,D
2000-01-27,Aurélien,188.0,3888,Tchouaméni,Aurélien Tchouaméni,M
2001-01-09,Eric,182.0,12,García,Eric García,D
1991-06-27,German,187.0,13226,Pezzella,German Pezzella,D
1986-09-28,Andres,167.0,1880,Guardado,Andres Guardado,M
1996-12-14,Raphael,176.0,2074,Dias Belloli,Raphinha,M
1995-10-31,Predrag,192.0,4109,Rajkovic,Predrag Rajkovic,GK
1997-06-11,Unai,190.0,1341,Simon,Unai Simon,GK
1997-02-06,Djibril,184.0,4732,Sow,Djibril Sow,M
2002-10-31,Ansu,178.0,1529,Fati,Ansu Fati,F
1992-10-23,Alvaro,189.0,1394,Morata,Alvaro Morata,F
1997-01-01,Gonzalo,175.0,8419,Montiel,Gonzalo Montiel,D
2001-02-19,Kang-in,173.0,1830,Lee,Kang-in Lee,M
1996-04-10,Andreas,187.0,92,Christensen,Andreas Christensen,D
1991-03-21,Antoine,176.0,1534,Griezmann,Antoine Griezmann,F
2001-12-17,Abde,177.0,13021,Ezzalzouli,Abde Ezzalzouli,F
1994-03-16,Pathe,186.0,13032,Ciss,Pathe Ciss,M
1992-12-15,Alex,181.0,2071,Telles,Alex Telles,D
1991-09-03,Thomas,182.0,4673,Delaney,Thomas Delaney,M
1998-11-12,Jules,180.0,1789,Kounde,Jules Kounde,D
1992-02-22,Haris,189.0,8011,Seferovic,Haris Seferovic,F
1994-05-24,Rodrigo,180.0,6895,de Paul,Rodrigo de Paul,M
1995-09-29,Joseph,177.0,1453,Aidoo,Joseph Aidoo,D
1992-04-07,William,187.0,1876,Carvalho,William Carvalho,M
1990-05-22,Stefan,189.0,13216,Mitrovic,Stefan Mitrovic,D
1998-07-22,Federico,182.0,1684,Valverde,Federico Valverde,M
1985-09-09,Luka,172.0,1687,Modric,Luka Modric,M
1987-02-14,Edinson,184.0,2077,Cavani,Edinson Cavani,CF
1997-06-01,Youssef,192.0,1810,En-Nesyri,Youssef En-Nesyri,F
1991-07-22,Ante,190.0,1665,Budimir,Ante Budimir,F
1999-11-10,Joao,181.0,1393,Felix,Joao Felix,F
1995-01-26,Nemanja,184.0,1550,Maksimovic,Nemanja Maksimovic,M
1992-01-24,Marko,189.0,1763,Dmitrovic,Marko Dmitrovic,GK
1997-10-06,Kasper,187.0,4053,Dolberg,Kasper Dolberg,F
2003-10-18,Alex,175.0,8344,Balde,Alex Balde,D
1991-11-16,Nemanja,187.0,1799,Gudelj,Nemanja Gudelj,M
1998-02-04,Eray,183.0,13118,Comert,Eray Comert,D
1993-03-05,Youssouf,173.0,13228,Sabaly,Youssouf Sabaly,D
1996-04-22,Srdjan,194.0,13151,Babic,Srdjan Babic,D
2002-07-12,Nico,181.0,13178,Williams,Nico Williams,F
2000-01-31,Hugo,178.0,1819,Guillamon,Hugo Guillamon,D
1995-01-30,Marcos,184.0,1381,Llorente,Marcos Llorente,M
1995-04-17,Cyle,188.0,9094,Larin,Cyle Larin,F
1995-11-06,André,185.0,4912,Silva,André Silva,F
1998-05-23,Luca,177.0,13008,De La Torre,Luca De La Torre,CM
1988-02-15,Papu,167.0,8420,Gómez,Papu Gómez,M
1995-04-15,Leander,188.0,241,Dendoncker,Leander Dendoncker,M
1999-02-08,Tajon,183.0,963,Buchanan,Tajon Buchanan,F
1996-03-28,Benjamin,186.0,4613,Pavard,Benjamin Pavard,D
1996-11-20,Denis,190.0,4703,Zakaria,Denis Zakaria,M
1995-11-05,Wajdi,184.0,12862,Kechrida,Wajdi Kechrida,M
1999-04-14,Mattéo,185.0,158,Guendouzi,Mattéo Guendouzi,M
2000-02-15,Jakub,189.0,12820,Kiwior,Jakub Kiwior,M
1991-05-05,Lukasz,187.0,12729,Skorupski,Lukasz Skorupski,GK
1992-04-15,Remo,180.0,8328,Freuler,Remo Freuler,M
1996-08-21,Sofyan,185.0,12586,Amrabat,Sofyan Amrabat,M
1990-04-18,Wojciech,196.0,8042,Szczesny,Wojciech Szczesny,GK
2002-11-29,Yunus,178.0,13121,Musah,Yunus Musah,M
1999-03-11,Enzo,185.0,4316,Ebosse,Enzo Ebosse,D
2000-01-28,Dušan,190.0,8059,Vlahović,Dušan Vlahović,F
2001-03-17,Ivan,185.0,12642,Ilić,Ivan Ilić,M
1991-01-26,Alex,181.0,8050,Sandro,Alex Sandro,D
2000-02-22,Timothy,183.0,1336,Weah,Timothy Weah,F
1997-11-09,Matias,180.0,12529,Vina,Matias Vina,D
1988-12-17,Yann,183.0,4691,Sommer,Yann Sommer,GK
1988-02-14,Angel Di,180.0,3868,Maria,Angel Di Maria,F
1994-06-29,Leandro,180.0,3856,Paredes,Leandro Paredes,M
1991-03-29,Marten,185.0,8327,De Roon,Marten De Roon,M
1996-04-18,Denzel,188.0,8134,Dumfries,Denzel Dumfries,M
2000-11-03,Sergiño,171.0,8343,Dest,Sergiño Dest,D
1999-06-10,Rafael,188.0,8593,Leao,Rafael Leao,F
1997-12-23,Luka,182.0,1702,Jovic,Luka Jovic,F
1991-07-15,Danilo,184.0,8061,Luiz da Silva,Danilo,D
1997-07-11,Rasmus,187.0,8099,Kristensen,Rasmus Kristensen,D
2000-05-24,Noah,185.0,8113,Okafor,Noah Okafor,F
1995-02-09,Mario,188.0,8330,Pasalic,Mario Pasalic,M
1996-08-13,Saša,183.0,12664,Lukić,Saša Lukić,M
1997-05-20,Joakim,185.0,8324,Maehle,Joakim Maehle,D
1996-07-05,Ajdin,180.0,4739,Hrustic,Ajdin Hrustic,F
1992-02-05,Stefan,189.0,8123,De Vrij,Stefan De Vrij,D
1993-05-13,Romelu,191.0,5139,Lukaku,Romelu Lukaku,F
1997-09-25,Szymon,185.0,12589,Zurkowski,Szymon Zurkowski,M
1994-02-28,Arkadiusz,186.0,3994,Milik,Arkadiusz Milik,F
1997-08-22,Lautaro,174.0,8138,Martinez,Lautaro Martinez,F
1996-08-05,Daichi,184.0,2095,Kamada,Daichi Kamada,M
1995-01-01,Sardar,186.0,7441,Azmoun,Sardar Azmoun,F
1998-08-28,Weston,185.0,1334,McKennie,Weston McKennie,M
1997-02-11,Mateusz,187.0,9871,Wieteska,Mateusz Wieteska,D
1992-07-12,Bartosz,183.0,12766,Bereszynski,Bartosz Bereszynski,D
1997-10-31,Mathí­as,185.0,1545,Olivera,Mathí­as Olivera,D
1995-07-01,Krzysztof,183.0,4851,Piatek,Krzysztof Piatek,F
2002-01-23,Nicola,175.0,12537,Zalewski,Nicola Zalewski,M
1991-08-24,Matias,187.0,8133,Vecino,Matias Vecino,M
1995-07-30,Hirving,175.0,2111,Lozano,Hirving Lozano,F
1997-03-18,Gleison,188.0,12945,Bremer,Bremer,D
1995-02-27,Sergej,191.0,12561,Milinković-Savić,Sergej Milinković-Savić,M
1994-05-20,Piotr,180.0,12514,Zielinski,Piotr Zielinski,M
1993-11-15,Paulo,177.0,8058,Dybala,Paulo Dybala,F
1992-08-25,Ricardo,180.0,12960,Rodriguez2,Ricardo Rodriguez,D
1997-08-06,Marcus,192.0,4712,Thuram,Marcus Thuram,F
1998-09-18,Christian,177.0,107,Pulisic,Christian Pulisic,F
1995-11-16,André Zambo,184.0,1977,Zambo,André Zambo Anguissa,M
1996-04-02,Andre,190.0,8018,Onana,Andre Onana,GK
1992-01-30,Filip,181.0,12776,Djuricic,Filip Djuricic,M
2001-03-10,Charles,192.0,9090,De Ketelaere,Charles De Ketelaere,M
1996-11-16,Boulaye,180.0,7988,Dia,Boulaye Dia,F
1997-10-12,Nikola,195.0,12576,Milenkovic,Nikola Milenkovic,D
1996-11-15,Min-Jae,190.0,12502,Kim,Min Jae Kim,D
1986-09-30,Olivier,192.0,113,Giroud,Olivier Giroud,F
1992-11-16,Marcelo,181.0,8129,Brozovic,Marcelo Brozovic,M
